GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
94,4.02E+08,4.35E+08,4.39E+08,4.91E+08,5.36E+08,6.20E+08,6.19E+08,5.10E+08,4.28E+08,5.46E+08,3.39E+08,2.50E+08,3.78E+08,4.54E+08,3.68E+08,5.63E+08,7.61E+08,7.50E+08,8.31E+08,6.82E+08,5.72E+08,4.33E+08,2.12E+08,1.88E+08,1.41E+08,7.58E+07,6.78E+07,1.79E+08,2.58E+08,2.70E+08,2.29E+08,1.76E+08,9.36E+07
92,0,6392.577148,0,6380.740723,19156.80859,19170.65332,19170.65332,12780.4126,0,0,0,0,0,0,0,0,0,6375.222656,6375.222656,19126.56494,6375.222656,0,0,0,12760.93018,6396.354004,0,0,0,6396.491211,51090.98242,25583.21924,25583.21924
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24888.68359,273618.2856,112035.5669,56019.71924,0,0,0
99,8217004.748,4.75E+07,4.35E+07,4.24E+07,4.78E+07,4.50E+07,3.35E+07,2.58E+07,2.26E+07,2.90E+07,1.81E+07,2.69E+07,2.70E+07,3.83E+07,4.07E+07,5.31E+07,6.97E+07,1.38E+08,1.60E+08,1.98E+08,2.08E+08,1.65E+08,7.09E+07,2.60E+07,1.28E+07,1.12E+07,4.98E+07,1.97E+08,3.00E+08,3.45E+08,4.49E+08,3.81E+08,3.50E+08
101,5.10E+08,8.48E+08,6.38E+08,7.40E+08,9.08E+08,1.07E+09,1.11E+09,1.03E+09,8.89E+08,8.07E+08,5.87E+08,4.35E+08,4.02E+08,4.57E+08,5.84E+08,6.24E+08,6.97E+08,9.13E+08,9.66E+08,6.26E+08,5.98E+08,5.87E+08,4.04E+08,4.60E+08,5.00E+08,4.05E+08,3.46E+08,6.32E+08,7.20E+08,8.48E+08,7.80E+08,9.37E+08,3.73E+08
100,4.46E+07,7.29E+07,9.73E+07,1.98E+08,1.89E+08,1.54E+08,1.32E+08,1.74E+08,1.83E+08,2.10E+08,1.75E+08,1.81E+08,1.00E+08,4.92E+07,3.74E+07,5.49E+07,6.33E+07,8.24E+07,9.11E+07,7.64E+07,5.59E+07,3.13E+07,1.03E+07,2374215.79,797969.8996,1409611.488,1.28E+07,3.08E+07,5.34E+07,5.67E+07,4.05E+07,2.22E+07,1.11E+07
91,8.24E+07,2.10E+08,2.47E+08,3.06E+08,3.16E+08,2.25E+08,1.95E+08,2.50E+08,2.25E+08,3.01E+08,2.02E+08,2.24E+08,1.98E+08,2.18E+08,1.67E+08,2.65E+08,3.14E+08,4.16E+08,4.53E+08,5.05E+08,4.15E+08,2.92E+08,1.22E+08,3.91E+07,7600435.132,6391307.718,4.09E+07,2.40E+08,5.66E+08,6.40E+08,6.16E+08,5.79E+08,4.01E+08
107,3.46E+08,4.86E+08,4.41E+08,5.26E+08,5.93E+08,6.30E+08,6.12E+08,5.51E+08,4.33E+08,3.89E+08,2.98E+08,2.18E+08,1.70E+08,1.67E+08,1.91E+08,1.89E+08,2.32E+08,5.30E+08,5.25E+08,2.54E+08,2.92E+08,2.70E+08,1.95E+08,1.95E+08,2.18E+08,1.55E+08,2.56E+08,6.19E+08,8.59E+08,8.88E+08,9.34E+08,9.49E+08,7.02E+08
106,8.79E+08,8.71E+08,8.75E+08,9.99E+08,1.11E+09,1.22E+09,1.24E+09,1.07E+09,9.15E+08,9.14E+08,6.26E+08,4.16E+08,5.06E+08,5.95E+08,5.12E+08,7.02E+08,8.14E+08,9.33E+08,1.01E+09,7.77E+08,7.91E+08,7.94E+08,6.01E+08,5.14E+08,4.72E+08,2.20E+08,1.47E+08,2.24E+08,2.43E+08,2.38E+08,3.20E+08,3.84E+08,4.21E+08
104,24519.74219,255153.6762,242881.5561,322610.3889,159512.0756,110406.5978,191657.9816,355019.43,418603.0491,561804.3466,340845.0609,219160.6596,18516.79932,0,0,0,0,0,0,0,18388.77881,0,0,0,37009.31836,6129.64209,37138.23131,123657.8249,129380.025,141595.3615,0,0,0
