GA_ID,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
92,112.0474604,76.2363056,129.3667771,165.831034,152.4516303,119.9651822,142.7928641,153.298555,158.0767803,145.3207205,108.1266744,163.5797233,190.1236261,175.3923447,173.0077414,165.3800067,169.8667197,150.500678,163.6917836,147.3651187,190.1725854,174.6810863,172.4324167,165.0897272,161.8848599,152.0556892,189.4617604,209.1428138,170.0467933,196.8629994,211.5588672,192.3372449,168.989326,187.4083555,182.9991406,176.5561577,242.6985745,291.7705465
98,127.9626105,119.1690806,140.6071818,189.7697795,148.565297,119.3497264,162.8427525,155.621817,164.911701,151.7036806,134.211072,186.4316251,222.8727806,174.9123163,183.2231792,186.8372272,205.5292638,201.6920662,193.0741652,163.8510081,219.5263897,220.2029623,210.1370869,202.4825089,206.2814529,196.9127113,209.9549401,233.744853,163.5533439,136.09571,215.5192075,210.3211582,200.0299707,170.6667564,191.867749,182.7764188,274.8835592,302.3657839
99,185.2733145,199.0421596,228.0308777,241.4571009,216.8971157,198.9140861,246.9574565,218.3208496,258.6434468,215.7653826,215.0850126,239.8500424,301.711402,214.9581922,344.5089314,174.9361979,333.0900265,213.1857667,223.8432751,243.4036011,321.0417759,274.2017845,279.8612103,296.5404691,322.9505618,272.3162574,354.8843534,365.4868749,329.9656258,318.4210237,388.3844694,417.238443,424.001764,351.9107159,372.0239029,403.1022133,521.472408,513.3232096
101,336.8866946,383.6578802,567.1396456,507.3491823,399.3944757,368.3739228,337.0965772,505.912433,531.7273028,527.4696304,355.9276761,545.5011511,705.9974106,330.0779998,407.8309187,528.683393,550.5026602,502.8179723,419.6552067,529.5484811,665.0380597,626.6239194,639.3758905,568.7965139,717.0982129,718.3529463,810.7742372,716.6646466,690.5460561,680.9673201,826.883623,760.1264814,793.5561491,853.3658512,660.08058,658.7392664,868.8961679,907.233079
100,211.2398423,230.1664672,304.8048954,310.9468684,245.9491587,196.9005629,287.8250776,243.0805179,282.7434482,251.8762775,222.31764,252.924841,335.603385,271.4313548,244.3422946,290.5158988,297.0482246,233.9749939,251.5921433,197.9355001,299.638825,275.3951012,274.3553676,220.2127338,230.1567682,230.8480942,247.8907669,292.8459987,243.0930848,225.2455391,289.6224505,261.836558,255.8047656,207.4232188,256.7866419,255.4593697,293.8722283,335.3352802
91,273.1331298,304.0014036,388.2312117,350.6136908,312.9220554,264.8218555,305.5649154,347.967725,356.5673552,297.8343702,279.4557837,342.5454314,366.0602348,290.9409807,357.202495,264.7336813,434.6399254,298.9537007,312.9091022,349.6097931,413.8219238,390.0065004,357.265979,387.8546853,444.0822846,373.5207937,461.6002269,477.1222257,413.196426,398.6648629,486.8350241,536.9726939,542.353251,495.2669869,468.6749653,501.8744606,640.2079244,697.567469
107,257.2038604,294.3069744,351.7117766,289.1273303,314.9768483,262.1808952,318.176102,287.0508997,375.2405826,304.7390322,250.8866136,353.1495824,420.8779207,250.9297563,387.7319615,236.522734,399.4029275,256.9922402,271.1602583,304.2902987,413.7406546,362.2626581,401.0716771,371.625771,431.2389351,381.7031076,465.3518267,462.440878,455.3124198,411.4889973,508.9256805,505.3469184,590.0319791,493.5385491,483.679912,510.3882734,644.3517227,599.0781153
106,645.5897268,681.8138611,1027.391279,801.6667966,756.7048083,711.6631127,590.5588926,911.5478455,987.3539911,833.1632369,587.9630945,911.5282765,1133.995464,605.3731393,631.7580849,907.588268,917.558762,795.3262258,609.035348,848.7622364,971.2616421,964.1061077,1020.191673,904.457652,1057.328792,997.2718863,1139.710195,1089.476126,912.2578358,918.6970482,1076.95291,1092.373898,1063.97362,1151.491882,1017.146212,983.1156395,1242.619985,1408.350778
104,128.9644698,118.9725274,170.8425857,184.48865,155.3053947,119.3093527,174.0506426,152.4279175,164.0015043,150.8130072,132.0495897,168.1404394,219.011908,192.3591238,180.9622329,195.8641067,214.5613726,198.4374175,184.8801581,187.3465436,238.4065094,222.9795777,230.5056458,202.1338926,201.3251121,209.5670345,200.5373894,256.3030573,191.5361509,166.6911574,238.0812398,229.1392144,227.5541983,193.6697016,217.0986179,209.5630022,276.8119836,305.4003675
102,122.4891559,99.66890765,124.2410392,159.1093151,148.8658033,123.3721369,149.3586806,163.3524317,167.793236,151.950747,116.0055209,173.7915623,203.038244,173.0829334,178.3536321,181.1545865,198.839522,184.8211453,167.7950349,151.339281,210.499334,199.415107,193.4296156,187.7590274,184.6281024,179.1313971,210.2932154,225.5900915,179.4441203,173.2366618,206.7705907,209.3857868,203.1346164,200.2833763,187.4241003,189.6978686,265.0573798,300.4688586
96,2069.754792,2185.533406,2404.26003,2211.198274,2246.583792,2129.564979,2115.388655,1918.213792,2376.986152,2332.279162,2180.595261,2508.412612,2223.064081,2095.951707,2075.14312,2296.866057,2232.712596,2233.962831,2080.190842,2230.444206,2153.160328,2124.943739,2217.761605,2255.960867,2166.869964,2245.076811,2312.459844,2198.155697,1845.809787,2034.552406,2222.656639,2160.687115,2063.160518,2230.751661,2326.348989,2322.987226,2317.840631,2563.8702
105,381.4305215,387.6800282,435.6469599,422.8066316,421.3942792,403.956155,342.4810929,495.0792922,537.9907443,485.8602294,328.3491639,499.5477317,491.2584495,421.5143446,418.4432622,564.1496201,499.0160563,504.1929612,423.3350622,440.5194543,506.4973895,518.6902232,577.9188009,477.8763447,589.2046065,632.0357774,661.8916067,589.1822933,567.6642152,528.5926286,679.7933772,624.3920404,677.3652842,695.7837796,572.6693815,584.2883762,675.4933415,571.0201427
109,152.9659442,164.5046628,193.0285595,194.5015759,174.7289751,180.0520691,223.3848983,173.3190726,187.8709299,196.8313898,184.6524479,222.2379497,272.4006946,259.2919537,266.4741977,216.8548134,279.4637197,218.8271714,208.3017799,173.9973867,264.8667444,243.7123351,239.0467361,247.7376707,212.8229996,241.4927926,274.0280851,270.2784754,231.5110322,191.4680578,251.1354018,293.0051202,290.3693639,243.7415578,302.3187728,301.4862146,359.2579365,388.4569952
103,109.5206607,97.48525753,125.2285769,187.5547988,149.8514698,135.885253,157.8541491,146.6599985,156.1255271,145.1855515,124.7697567,169.6880663,208.5696701,157.7508806,185.7808932,158.8619059,201.1928118,158.8567189,167.1984151,153.5051759,222.551547,197.2113306,191.2804115,193.3022901,177.3720367,181.0427809,224.7661828,231.1302674,204.8292792,209.9211098,233.4924364,248.9126731,225.5439223,234.1344807,238.329187,248.1766532,308.0690966,354.129639
113,131.3333676,140.6848833,179.7100344,177.8482088,141.5937786,136.2387676,189.8349433,151.4329966,171.830051,171.744368,152.5340314,186.8569535,229.2472378,208.8376713,209.3159602,207.8943166,248.3358892,215.8641315,187.1314945,163.9262441,246.0385733,230.547403,219.3293894,232.4386114,217.7335738,207.6489095,246.0498602,243.7080351,190.9519738,163.5595708,242.4180995,278.5934665,258.0313081,210.5020196,262.1580597,258.9116758,326.2785081,351.6982177
119,373.8734375,368.4693993,493.0870553,395.0893067,464.7603565,416.8663817,318.2940353,445.9826107,518.2144199,469.733114,341.9565671,500.4796106,507.1085372,411.7842619,408.2946791,486.5898062,500.8743551,459.1219589,414.2028824,404.5993279,471.9600284,471.6322054,508.7070255,388.3698346,523.0426775,485.3184639,532.6666003,538.8860432,533.4590981,467.2214937,642.9240557,643.0794663,650.4676278,652.7701827,538.8355778,559.7973052,597.7485865,517.0347852
120,756.4899157,832.8946637,1083.42402,936.4306564,894.6771848,876.2376835,880.0636666,1037.680031,1196.576213,1091.203088,793.8288536,1300.126555,1158.142125,797.88796,866.8557235,1174.468153,1160.070897,943.9903931,871.08313,1158.241477,1165.294506,1093.070742,1257.062976,1095.598604,1290.340493,1147.393942,1292.853256,1268.694586,978.8402081,1079.294608,1325.191919,1239.523638,1148.488382,1298.409817,1386.274457,1291.452468,1387.520562,1539.996338
115,381.7483627,409.1436415,558.036422,509.0073837,500.7159026,442.3842434,433.2961082,461.5774472,532.0148613,394.2793942,321.2569426,490.7149443,504.6409696,399.6233896,552.7218335,484.4719386,621.7662447,510.567248,402.9015075,500.6236988,570.0474325,585.0238236,624.7639371,481.4469945,691.4032993,637.4240707,727.4776458,720.068243,646.4006304,556.6449698,778.6330551,715.7955718,772.8081211,702.555227,653.6399308,640.2081818,705.4698295,646.0305965
117,360.0986341,391.7004809,506.4501804,438.6820478,452.3439087,391.953405,435.5509342,444.902159,521.8919421,421.0687347,345.2934994,503.1120045,502.8701997,387.3019331,492.9866857,401.7760562,518.2975827,378.1813207,359.6937139,414.7489616,512.079907,533.3694894,577.3438113,490.0055302,574.8304162,528.8850246,643.6843564,655.7855238,575.7346728,524.4137755,692.9501191,663.2500162,747.1516785,586.9540608,622.9162714,617.871392,710.2695154,706.333899
108,165.8784938,172.3460104,211.6049417,207.29169,232.8368942,211.0659242,300.0405004,185.8624549,238.113839,190.939835,187.6474579,254.3002861,331.6456472,240.0919525,301.7722868,183.0505111,344.1525545,179.1454868,218.672646,187.995361,311.0630534,234.5182463,260.8738486,246.9355699,239.5017998,242.5939598,304.4433615,319.1030003,313.0987656,280.2318913,342.304934,384.4330888,365.2630705,330.9352761,378.8055735,416.3670416,516.3175665,506.0545606
112,209.051989,232.1867969,284.9663732,251.9570252,301.1592518,248.1107709,342.6219161,214.9317248,301.1093598,237.9135521,225.6765556,294.9667068,352.8609921,252.6412899,356.5867623,207.8906097,337.7687467,209.7711962,243.9193336,225.6167495,328.0833443,302.0543126,335.5937286,281.4110167,313.3602109,303.327811,383.4257075,400.168911,381.1381388,340.024525,414.5503566,434.7325262,501.6766962,374.6089035,430.0914689,429.4846369,529.2243594,478.3936866
110,364.6391244,375.6749877,477.7105195,458.8690952,390.5656328,342.5230489,394.5812631,404.7542285,438.5382532,450.8874624,331.8284934,386.3455107,464.3824686,400.6526915,342.5766166,426.7228385,464.564576,372.9567888,348.4240046,310.2519242,437.4528642,464.420262,445.0038178,406.1849049,415.9501043,356.0640621,408.3919631,422.6555621,383.09471,345.5952652,399.2110928,431.1401915,419.5783471,342.0856381,431.1197656,416.9642465,432.1124609,468.424504
111,427.1058275,424.6177082,475.8428572,456.4301438,450.1345872,491.1756743,403.5992228,484.1400332,530.1121114,535.1965808,390.0255803,583.290828,584.9786943,456.0257396,466.558946,575.8154658,571.2306618,522.129101,486.4291738,500.512193,584.9482637,622.5041488,614.3792564,509.0208325,623.4224679,605.9388714,624.1875559,639.4257507,566.3662073,548.6491628,660.2031892,617.3711911,665.1160184,746.1540856,643.7167114,645.3414909,631.8194119,611.0013508
125,422.9197145,461.2644966,667.2054276,536.4964065,491.9794035,509.0684809,411.0261345,649.851876,691.923439,602.5541221,445.2417406,722.7218868,584.4700961,484.167081,523.9286657,602.6706454,709.3065177,547.6133749,506.5647596,560.1569656,693.5970498,645.0666718,799.4796127,643.8766262,771.2420365,713.32825,806.3858846,802.1373692,737.6650961,673.1765788,883.8730891,834.9808834,789.6070037,916.3842917,842.5471712,840.0729598,866.046678,828.222115
123,536.1884639,547.1814551,870.7556089,702.416723,556.0831912,585.6341771,518.7578866,891.6947865,872.1079834,758.160589,566.0479441,1030.751551,823.7031584,560.7412376,605.6561515,790.2134718,866.6402462,687.8450817,694.4410271,772.2284867,920.9211427,873.7825494,1084.307734,898.5226703,976.2833445,885.5706936,987.513261,1050.496388,842.1901406,817.2916244,1106.930498,1053.051447,911.5814147,1148.900771,1121.46936,1090.167974,1158.952206,1223.108941
132,751.4696433,681.4812956,1025.291652,817.2612541,830.1308231,719.5952644,614.9480444,1042.446142,1082.356462,831.4101804,647.9992291,941.7191194,771.1626143,655.9334551,570.5856769,839.2664415,940.4975461,676.0810307,627.075033,805.4016151,893.1209423,862.8647869,1084.473428,853.6198065,1027.932187,863.7640456,1034.89584,1066.437856,839.5238938,795.3549124,1026.177565,1107.928706,1026.106138,1041.088451,1071.803318,1099.498729,1124.297453,1008.018815
128,376.5019775,350.4697405,439.3386978,445.9974056,392.2045244,401.1556316,439.7141258,485.9712699,548.4424875,419.6281773,384.2247135,468.8936709,560.3477421,417.3415311,417.3783285,475.5243657,517.2667164,372.6123943,428.6141616,407.7793132,478.0307058,529.3283597,514.3636336,459.1979825,453.7215854,477.0755291,556.7884827,633.4355985,554.7073929,518.2674419,623.4090242,619.3997091,572.5917894,551.872775,548.815415,568.3097146,673.3216163,757.005366
127,773.2537493,667.5148155,838.1772911,847.8899109,789.4152961,820.6567909,749.2928062,967.5062351,992.4188458,778.148004,769.2022676,911.3034764,1080.802318,729.3803956,669.6350486,864.5426319,803.0797975,715.8821835,672.1543185,857.8512321,847.4571261,970.1008218,1047.956602,847.7741956,910.8360898,893.0472583,966.5482937,1042.763867,881.5409134,829.3776416,1001.746086,989.3237609,905.2756663,963.5398661,888.0202026,938.9805768,1084.546394,1171.286452
131,373.3870286,373.7599175,510.7744238,395.415057,419.2317076,396.2364645,411.7094692,365.3572599,445.1288155,408.0316653,302.8918322,404.5612499,431.5462904,302.4936341,338.2040052,379.5470276,394.4782098,354.346041,310.0350797,375.7290359,462.822526,454.2664573,472.5380027,398.3522151,519.8093418,455.6808275,572.3386217,615.6062048,483.3115494,452.9541469,623.1580509,604.4443584,672.6858187,554.9445516,581.4769192,546.4032537,619.3694834,571.7505906
135,387.5220303,420.4780545,614.4717736,467.3945743,441.6703139,488.8003847,379.1212209,542.003678,631.0029637,575.3750069,425.1839719,600.2224907,567.7462929,428.140538,463.0763343,540.7690229,645.23105,492.9455307,495.0493498,575.1852012,574.9513069,533.4037342,693.4795998,585.2690819,694.3768886,652.7199376,668.5164165,675.4177956,637.9597102,590.4763237,786.793693,754.1261494,695.8294583,736.4652734,730.0714879,736.8814479,775.6591921,648.4984775
130,427.1291288,410.4233701,539.258313,446.0079448,463.208621,438.5525156,336.5710086,497.5641214,570.881473,476.0405082,370.1601544,453.9889373,498.4608702,403.3878386,428.1936936,515.649673,488.1099897,450.6802222,387.2967833,426.5816115,499.971409,483.7300176,558.6218936,424.584194,569.0813259,534.0211084,607.2592539,599.9338211,527.7330011,480.6342576,662.6569733,694.9632751,691.1331848,581.7368405,601.7716773,578.8020604,629.2232113,525.8680664
124,424.5472391,432.3102826,668.3710766,410.9360795,406.2794687,400.4192549,348.0011379,645.674785,712.8565316,596.7277546,451.8098965,608.5546257,620.5098564,387.957089,425.6412102,499.3596271,471.9685661,391.6877459,312.00568,492.8426788,571.9691078,571.2906299,653.5951976,546.5083452,556.0238176,538.0337464,687.7438807,661.7382223,598.1280784,546.0414203,764.1168547,731.3233707,759.9636503,661.0283642,656.0885364,625.8930722,726.4717218,744.4366257
116,201.2547141,186.7413774,327.8147135,248.7035598,214.5027464,186.6791495,284.5745299,228.6220537,295.5875089,291.5260731,235.8448365,300.9105564,413.6240162,326.0749277,276.0166131,307.5997194,372.6497452,291.7873664,300.8880819,307.4253418,431.9834601,426.2137189,430.5945055,334.6028788,351.4366618,337.9238855,423.0405686,424.5773005,341.5133856,296.6144705,397.9035712,413.3238484,404.8752905,386.1659397,406.1729086,415.9904004,452.0568944,459.8451366
137,581.5932374,611.7774175,946.8031381,790.3847396,750.9732404,677.7866177,616.3031045,923.2494818,1123.244363,1035.701302,648.7127251,1061.868882,921.8191387,619.3594988,662.195687,1004.432436,979.5810159,748.4446159,657.5292367,983.5601483,1117.232106,932.4224169,1241.458099,986.6972423,1199.906509,955.7206432,1147.791615,1189.87542,922.7209715,1020.887898,1326.002809,1216.899777,1020.919219,1209.031288,1306.604374,1162.348252,1528.284358,1486.827618
126,241.2829281,237.1294763,304.4815754,277.4790415,253.1272124,246.977556,362.7193141,338.5533473,394.3307141,332.2889372,259.5757305,277.5773244,415.979529,321.0012104,334.4988686,435.9642327,442.7615439,330.7542052,358.1681921,268.386059,390.5231886,434.2644136,361.740012,366.0997395,382.6633283,362.3672314,431.1262203,420.5277133,372.8918321,335.7902693,400.9687955,460.5455761,388.3260511,373.9166254,421.841077,425.5333701,466.0591291,536.8147532
68,459.9810915,591.641174,801.727558,626.9729174,467.7851533,483.0999107,444.7974934,732.5157008,836.2900336,773.1310954,561.646121,865.6748765,836.5118656,451.328194,507.7896129,702.6256452,670.7486464,586.3511255,536.3387279,747.1863167,840.969019,816.7116385,804.6613552,823.5658364,828.6353176,789.7667241,917.2337634,804.6245656,740.2460273,913.2576435,1015.744738,1001.709479,890.0495422,1044.854194,911.8388726,957.1938989,1113.94457,1432.083679
62,118.0232539,121.446699,130.1252303,140.1565766,117.6943802,119.8367252,141.5032597,120.9950084,124.185048,132.3441614,126.4679826,133.6025458,166.4310043,132.5433931,119.862414,137.6277016,130.0768499,130.8674276,128.1650686,114.592069,131.9357627,119.0005287,127.4440423,122.6068409,118.908549,120.8525016,135.5918466,134.5526351,123.6675681,115.9615856,122.7902032,112.6207912,115.8074284,111.5705042,124.0142834,129.006751,149.1296683,156.7150756
63,126.1437827,125.2582302,171.6663893,137.7908528,149.2843703,133.7806018,131.1570356,144.4804328,155.8734706,152.0570651,141.1318952,150.3967733,171.288316,173.6420581,151.6394383,150.5737398,159.3331285,154.8622256,153.7207819,132.1468209,203.7852474,135.9262515,135.3694125,118.0135779,128.6049398,130.65108,143.0609107,151.4001678,117.7214244,125.755365,165.8639861,113.5935861,98.35397672,112.3661094,158.1386793,111.0131156,176.4484336,173.0356121
74,310.4302621,395.8480237,477.8088326,411.7323659,340.3716802,312.3155714,346.4044172,462.119703,501.8802842,499.3930364,361.6248235,534.5016988,543.9496834,259.563485,423.9249432,482.4701662,518.5630021,426.8981781,382.1650116,436.7693331,561.0271244,533.8318583,511.546008,488.1253764,551.1385616,507.835327,577.8629824,487.5053351,533.7529411,541.6175988,638.4296061,580.515348,585.295951,634.2955067,527.0122174,547.2222899,707.5458671,833.5528209
69,124.7033292,131.1658098,179.019928,155.8784204,127.1798552,124.5320271,173.4038195,137.8993481,145.6836085,139.3670379,134.5399957,147.2184285,210.6725637,177.5850347,181.8569446,176.7328053,170.5411839,150.0418604,160.5893034,130.5916305,200.6285643,133.5020759,147.4059499,124.9275258,171.3438679,145.4431076,164.5830997,155.371235,119.1634314,117.7537332,139.7466814,108.500533,111.9249577,109.075518,129.526155,114.3541031,196.7021965,172.8100612
