GA_ID,198001,198002,198003,198004,198005,198006,198007,198008,198009,198010,198011,198012,198101,198102,198103,198104,198105,198106,198107,198108,198109,198110,198111,198112,198201,198202,198203,198204,198205,198206,198207,198208,198209,198210,198211,198212,198301,198302,198303,198304,198305,198306,198307,198308,198309,198310,198311,198312,198401,198402,198403,198404,198405,198406,198407,198408,198409,198410,198411,198412,198501,198502,198503,198504,198505,198506,198507,198508,198509,198510,198511,198512
1,8.62E-04,8.80E-04,0.001179975,0.00205506,0.003292318,0.003485784,0.005130218,0.006918786,0.004036931,0.002736203,0.001074353,5.53E-04,1.66E-04,6.06E-04,0.001683336,0.002066837,0.00361631,0.003122801,0.005032855,0.005053954,0.004269555,0.001839334,4.66E-04,4.16E-04,2.69E-04,0.001411071,0.002101877,0.002680157,0.003076707,0.002944752,0.003645967,0.00432907,0.002805332,0.002547641,6.86E-04,3.25E-04,1.67E-05,4.92E-04,5.73E-04,0.00163804,0.002283661,0.003218584,0.00347663,0.00315328,0.003932128,0.001083516,5.95E-04,8.56E-04,2.18E-04,3.51E-04,0.001778434,0.002100805,0.002962573,0.003608016,0.004696538,0.004156002,0.004864344,0.002726563,0.001120889,3.88E-04,6.12E-04,3.74E-04,0.001698256,0.002022994,0.002444267,0.002880707,0.005429139,0.006243251,0.005313955,0.002010012,0.001120136,1.99E-04
2,3.49E-05,2.65E-05,1.15E-05,3.76E-07,8.02E-05,2.11E-04,5.71E-04,7.80E-04,1.86E-04,5.58E-05,2.39E-05,6.56E-06,2.44E-06,1.83E-05,1.34E-06,1.02E-05,5.83E-05,1.64E-04,5.30E-04,3.76E-04,1.62E-04,3.63E-07,0,9.69E-09,5.13E-06,1.00E-05,4.45E-05,2.37E-05,3.24E-05,9.10E-05,1.07E-04,5.75E-04,5.74E-05,8.23E-06,1.89E-06,6.08E-05,1.01E-08,1.23E-04,7.79E-06,2.12E-05,1.27E-05,1.96E-04,2.42E-04,2.67E-04,6.94E-05,5.10E-06,2.26E-09,2.21E-06,7.48E-06,1.23E-08,2.20E-05,2.85E-06,2.07E-05,5.04E-05,1.28E-04,6.63E-05,2.38E-04,9.08E-05,2.26E-05,9.34E-06,7.28E-05,8.42E-08,2.35E-05,2.19E-05,9.81E-06,6.79E-05,3.65E-04,5.73E-04,2.03E-04,1.04E-05,9.55E-07,3.93E-06
3,1.63E-04,1.14E-04,2.45E-04,8.89E-05,3.94E-05,7.29E-06,1.61E-05,4.15E-05,7.51E-05,1.76E-05,4.65E-04,3.23E-04,9.80E-06,3.96E-04,1.20E-05,3.55E-05,1.45E-05,5.37E-05,1.88E-05,2.64E-05,3.35E-05,2.06E-05,3.85E-05,2.62E-06,1.33E-04,1.31E-04,1.68E-04,1.97E-04,8.72E-05,1.71E-05,1.55E-05,2.40E-05,2.94E-05,5.36E-05,7.46E-05,6.82E-05,2.44E-05,4.05E-05,4.67E-05,6.16E-05,6.97E-05,2.06E-05,1.15E-05,3.20E-05,1.45E-05,1.62E-05,5.04E-05,6.44E-06,5.46E-05,1.05E-05,6.58E-05,8.54E-06,4.45E-05,1.89E-05,1.04E-06,1.24E-05,4.78E-05,6.06E-05,1.56E-04,2.28E-05,3.16E-04,6.67E-05,1.24E-04,1.02E-04,1.25E-04,1.44E-05,1.67E-05,2.21E-05,6.66E-05,1.17E-04,1.17E-04,2.81E-04
4,0.002657013,9.76E-04,0.001858271,0.001874844,0.001903347,4.66E-04,2.29E-04,4.79E-04,3.36E-04,0.001535333,0.003021721,0.002732853,0.001236666,0.001797834,0.001178738,0.002759252,8.47E-04,7.73E-04,3.31E-04,3.17E-04,9.49E-04,0.001243197,3.33E-04,0.002081889,0.001782478,0.002027752,0.001493566,0.001096405,9.65E-04,2.25E-04,1.81E-04,5.41E-04,0.001057902,0.002609411,0.003272751,0.002104202,1.47E-04,0.002415085,0.001500811,6.40E-04,3.94E-04,4.95E-04,1.43E-04,0.001074774,5.19E-04,8.92E-04,0.002355548,0.002200738,0.001376582,0.002291845,0.002072393,0.001105235,0.003000603,4.46E-04,2.19E-05,6.69E-04,0.001459997,0.001772922,0.002874756,0.001720406,0.002281877,0.001017353,0.002728418,6.71E-04,0.002024278,1.64E-04,6.74E-05,1.52E-04,6.26E-04,0.002329291,0.003555142,0.001272032
5,0.003321784,0.002966894,0.003519316,0.001131485,0.001797278,0.003108384,0.002544169,0.002258593,0.00272556,0.004162905,0.003211792,0.00296749,0.002117234,0.002367007,0.004082748,0.001753227,0.003738166,0.001787863,0.001627844,9.42E-04,0.004373015,0.004637884,0.001901279,0.005078458,0.003191541,0.002931142,0.002887253,9.03E-04,0.001841023,0.003121995,0.001771927,0.002200612,0.002800872,0.004855639,0.004662962,0.004665327,0.002703821,0.002671393,0.002225574,0.003597936,0.003377596,0.001410727,0.001831309,0.001632259,0.002926769,0.00277564,0.001804306,0.003763509,0.005076919,0.002490105,0.002687314,9.51E-04,0.002401481,0.001560379,0.001113937,0.001755981,0.003161297,0.003603041,0.005094992,0.003335345,0.003027803,0.002359649,0.00327698,0.002492646,0.002074627,0.002144946,0.002316048,0.003332426,0.001767117,0.001692026,0.00298511,0.004008824
6,0.002700155,0.002502065,0.002561039,0.001454631,6.53E-04,0.00209177,0.002013168,0.002764544,0.003853706,0.004368746,0.003413882,0.00430231,0.00377883,0.002661895,0.003510888,0.001478178,0.001989718,0.002147301,0.001925125,0.001801466,0.003567573,0.005250238,0.004556347,0.002555782,0.002819211,0.002255088,0.003145755,0.001729005,0.001945354,0.00108384,0.001484159,0.003244659,0.00406381,0.003728979,0.004502236,0.003959105,0.004427265,0.002171283,0.003410758,0.002529121,0.002218797,0.001581598,0.00167212,0.001525345,0.00360584,0.004901163,0.002869977,0.003796183,0.004148971,0.002617724,0.002093444,0.001734052,0.001392101,0.001935849,0.001502101,0.001460072,0.003640418,0.004255513,0.003793245,0.003178949,0.002663445,0.001864493,0.002726533,0.002728986,0.001663102,0.001607023,0.002639744,0.00320859,0.003009609,0.002137697,0.003854668,0.004267591
7,0.002620534,0.00223037,0.001874073,0.002433721,0.001342422,0.001028851,0.001271478,0.002064714,0.002412925,0.002827696,0.003151967,0.00362284,0.003781595,0.003505314,0.002455227,0.002180488,0.001283757,9.65E-04,0.001163792,0.001404756,0.003114905,0.003355957,0.00315875,0.003185401,0.002409719,0.002600052,0.002156745,0.002291353,0.001319777,7.96E-04,0.001636297,0.001640681,0.00271386,0.002588575,0.003459842,0.003939449,0.003311022,0.002447733,0.003061336,0.002199044,0.001014556,0.001599129,0.001834577,0.002147352,0.002698215,0.002646248,0.003051387,0.002976247,0.002783318,0.003281719,0.002112508,0.002489085,0.001329563,0.001000973,9.59E-04,0.001769288,0.00163231,0.001908247,0.002674256,0.003075456,0.001937124,0.002683552,0.002530797,0.001621438,0.001680279,6.63E-04,0.00208505,0.001732655,0.002657784,0.00302443,0.002864854,0.002231494
8,2.44E-04,5.17E-04,5.19E-04,3.61E-04,2.09E-04,2.19E-04,2.03E-04,2.66E-04,2.66E-04,2.94E-04,3.13E-04,2.16E-04,3.50E-04,4.49E-04,5.19E-04,4.82E-04,2.40E-04,2.36E-04,3.03E-04,2.65E-04,2.03E-04,2.26E-04,3.23E-04,3.74E-04,5.64E-04,0.001196186,0.001618412,8.67E-04,2.83E-04,3.76E-04,2.94E-04,3.65E-04,2.44E-04,3.16E-04,2.36E-04,3.51E-04,0.001689663,0.001190612,8.96E-04,8.74E-04,2.91E-04,2.49E-04,3.41E-04,3.09E-04,2.82E-04,3.28E-04,2.21E-04,2.76E-04,5.42E-04,9.90E-04,0.002130181,0.002879442,0.0018315,2.28E-04,1.86E-04,2.37E-04,2.99E-04,3.37E-04,2.82E-04,3.56E-04,6.23E-04,8.71E-04,0.001224958,0.001308195,3.62E-04,2.05E-04,2.89E-04,3.70E-04,3.32E-04,3.28E-04,2.54E-04,4.91E-04
9,3.73E-04,4.76E-04,4.60E-04,2.98E-04,4.55E-04,4.82E-04,2.98E-04,3.34E-04,2.99E-04,3.16E-04,3.71E-04,3.36E-04,4.36E-04,4.82E-04,4.71E-04,4.70E-04,3.46E-04,4.53E-04,4.47E-04,4.25E-04,2.27E-04,1.98E-04,3.18E-04,3.27E-04,4.19E-04,5.15E-04,5.71E-04,5.54E-04,3.29E-04,4.82E-04,3.86E-04,3.98E-04,2.68E-04,3.04E-04,3.13E-04,3.27E-04,3.03E-04,4.86E-04,3.99E-04,2.63E-04,3.36E-04,4.65E-04,4.16E-04,3.95E-04,2.49E-04,3.65E-04,3.49E-04,3.71E-04,4.36E-04,4.87E-04,5.06E-04,4.52E-04,3.53E-04,2.91E-04,3.01E-04,2.15E-04,2.43E-04,3.47E-04,3.21E-04,3.53E-04,3.70E-04,6.67E-04,4.84E-04,3.79E-04,4.02E-04,3.18E-04,3.78E-04,3.56E-04,3.62E-04,3.63E-04,2.91E-04,3.99E-04
