GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
14,98019.78863,98461.88324,98488.38278,98486.61077,98732.34285,98414.96198,99500.31881,98818.26867,99210.38314,98396.93668,99313.87561,99079.87615,98263.37109,98549.22509,97830.84655,99446.79802,98707.14174,98378.0148,98462.26014,98341.07648,98870.55336,98898.30082,98684.25688,98043.10697,98412.90037,98589.92274,98778.42309,98600.09361,98402.07454,99429.23402,98094.3845,98961.73384,98802.92682
15,98005.07499,98276.49644,98264.86439,98423.36546,98730.06359,97960.45114,99092.15508,98912.68839,98912.91936,98079.06077,99013.83372,98794.72646,98140.90383,98464.94641,97749.53967,98944.69949,98567.09647,98159.12464,98060.27888,97803.61968,98799.17529,98723.42987,97779.1433,97525.50219,97935.50249,98480.16027,98546.89037,98155.61943,97678.91228,99026.70134,98022.80581,99259.73226,99353.797
16,71443.52716,71191.29528,71429.72507,71393.74075,71480.52719,70999.74417,72252.75366,72224.86192,72265.21866,71923.27864,72053.39491,71534.11515,71702.19587,71304.07851,71745.65638,71920.46458,70936.49052,70958.10933,71316.22583,71628.52875,72442.94599,71836.13587,70955.70875,71152.65075,71155.58302,71018.67104,71459.9808,70840.76066,70639.65777,71492.6417,72186.0692,72909.08949,72550.66503
17,95368.2762,95533.10582,95542.76759,95529.7857,95456.05422,95405.28511,95338.5883,95261.39741,95299.92709,95196.20442,95233.92453,95200.5743,95340.89884,95507.46652,95537.19368,95497.8757,95457.91895,95339.86563,95295.04102,95292.52969,95241.72271,95198.79997,95183.28052,95225.45778,95345.04568,95552.13687,95537.40382,95541.63344,95471.38138,95363.39282,95322.93019,95304.24594,95317.93182
18,96829.64825,97022.25958,97069.96735,97080.30313,97023.21458,96970.40355,96979.79118,97025.56293,97077.85685,96896.80314,96787.86557,96693.5343,96829.42831,97001.56631,97042.57712,97036.69719,97016.55977,96911.74557,97020.29247,97001.05858,96965.45153,96900.3736,96778.48863,96676.34515,96821.20035,97047.8689,97053.47282,97090.43025,97036.92463,96932.6479,97028.51174,97031.68285,97315.88927
19,93217.44987,93441.75293,93419.49788,93528.86341,93743.37699,93724.10395,93888.67233,94022.99541,94112.73924,93946.47922,93659.53913,93464.37093,93439.11641,93462.78154,93491.40466,93477.37934,93699.18101,93806.16687,94159.16938,93969.77884,93947.03876,93868.5151,93749.83391,93328.27349,93485.65149,93582.53872,93584.20813,93529.82373,93704.42603,93606.16093,94003.92981,94060.64305,94634.22085
20,94846.91565,95084.87487,95112.83573,95264.20509,95457.30589,95369.45465,95428.31406,95626.94136,95824.42698,95511.76271,95199.56626,94966.79149,95039.79571,95077.14033,95228.37059,95200.57418,95347.30517,95474.53395,95970.56432,95306.73864,95542.41024,95427.30416,95396.26423,94886.88799,95240.09073,95236.20264,95266.78309,95186.99033,95341.11206,95177.76989,95542.71252,95745.38148,96599.62937
21,100880.8257,100991.3296,100853.5208,100918.2668,101347.6181,101128.7669,101348.9326,101343.3689,101040.4026,101354.6951,101135.8202,101150.9207,101093.4945,101009.8981,100934.6453,100949.2295,101200.3303,101318.4926,101627.2705,100888.776,101440.9481,101430.5946,101310.139,100912.3877,101404.1388,101125.308,100948.3289,100927.9436,101272.3544,101152.295,101524.8984,101451.6617,102082.711
22,96095.62186,96249.29724,96276.42442,96484.62686,96724.97028,96162.43522,96357.4908,96714.19922,96876.44842,96575.30954,95942.06281,96316.01534,96040.62989,96490.59841,96533.03536,96580.69471,96433.81422,96195.43889,97047.00747,95343.54919,96572.69693,96610.39799,96489.69918,96326.82957,96617.08352,96365.13943,96506.80468,96426.74084,96582.48272,96187.29218,96405.94006,96368.94787,97393.44495
23,96882.24981,96184.41422,96444.14119,96314.05064,96362.75006,95597.17019,95986.12208,95016.07718,95410.27601,96552.93209,95569.15131,96649.36822,96564.43873,96226.67298,96153.41679,96528.16993,96565.79337,95337.8926,95788.50374,95353.74473,96183.02303,96760.71771,95907.40398,95962.11001,96492.87688,96496.14349,96774.30015,96000.23582,96120.74919,96410.6543,95258.02676,94963.28417,94717.21546
24,101748.3075,101028.1226,101424.5212,101151.1257,100621.083,100358.3765,100615.8396,99351.90962,99499.32694,100470.4875,100461.8005,101021.185,101468.6455,101020.2867,100845.0549,101206.5371,101023.0403,100264.4625,100253.9005,100601.5631,100621.6646,100425.9481,100146.9019,100137.854,101283.2707,101483.984,100887.1473,100711.5821,100240.6967,100861.3789,99299.04902,99037.22894,98583.7703
25,101880.4723,101148.6702,101335.0138,101039.5116,100586.6244,100798.2515,100958.7786,99989.34783,99875.00885,100234.3339,101195.6455,100979.4565,101482.6667,100850.1028,100796.8863,101025.9619,101105.176,101104.2361,100177.1233,101285.918,100848.4709,100286.9564,100177.0689,100181.3592,101698.7468,101589.5947,100614.6131,100888.4159,100520.5027,101040.9036,99528.17861,99608.63812,99238.77157
26,101261.0267,101533.8027,101543.8739,101556.1176,101440.1326,101354.1427,101262.0656,101137.8542,101159.868,101053.9753,101109.699,101046.0689,101234.2496,101474.9194,101566.8134,101547.4354,101440.9907,101253.3075,101173.4967,101149.154,101083.5757,101021.6526,101016.6462,101098.7092,101249.2981,101573.6172,101556.7369,101565.9725,101454.9733,101300.1007,101214.4528,101160.5912,101125.9443
27,101528.6487,101746.2265,101734.4786,101773.2221,101669.087,101608.4596,101543.412,101333.5723,101341.7501,101247.7292,101302.7066,101290.607,101452.593,101715.8276,101778.9122,101769.6897,101653.1712,101492.5398,101398.5254,101385.7113,101281.8618,101202.405,101252.317,101382.2433,101500.096,101819.178,101766.7974,101819.9568,101633.4931,101534.3316,101443.2374,101397.6503,101302.6672
28,101891.7838,102142.2726,102090.7441,102147.4003,102006.9002,102086.3705,101914.4427,101681.033,101734.0376,101631.3246,101680.2549,101762.786,101760.1864,102194.7953,102019.6116,102145.5205,102013.5332,101887.9784,101741.2597,101791.5916,101614.53,101573.1333,101687.6346,101809.9006,101784.2179,102060.255,102232.3476,102265.4717,102013.9009,101881.3943,101811.8075,101654.2515,101655.1196
29,101302.4394,102199.7078,102031.6432,101983.0231,101903.0297,102043.789,102030.3342,101394.1001,101941.8367,101832.1136,101934.4374,101733.0888,101849.5922,101960.721,101330.6791,102420.0608,101632.4383,101851.8075,101666.558,101969.6978,101404.3862,101614.9024,101996.2849,102181.553,101303.2509,101363.3552,102070.3701,101904.8201,102041.6827,102123.9082,101777.3891,101120.0377,101319.4885
30,99277.69642,100276.1186,100408.7271,100270.9997,100232.1736,100322.9918,100625.6276,99739.54588,100706.7148,100235.9914,100727.2669,100273.9208,100333.5186,100011.0024,99308.1047,101327.3153,100002.1051,100327.9356,100453.2697,100401.2145,99901.21594,99979.20636,100662.8299,100741.2962,99919.01019,99651.50078,100493.9548,99868.58797,100269.6685,101076.499,100152.3716,99295.77431,99334.84536
31,97682.66138,98249.99572,98424.56069,98540.98438,98533.03547,98280.82306,99332.71082,98670.28222,99280.31093,98272.64829,99113.66868,98814.25,98182.22162,98507.5063,97863.90658,99385.62265,98558.43768,98405.81745,98455.47222,98169.67836,98835.09683,98745.31039,98268.40643,98138.30704,98246.29135,98197.03044,98887.40254,98515.74222,98401.90948,99379.09161,98272.19426,98782.55155,98578.74548
32,97677.60482,98035.56341,98119.75002,98379.3976,98536.73078,97720.36601,98960.9949,98732.67815,99022.39051,98054.1713,98786.75273,98675.50173,97954.27869,98378.31387,97896.63008,98854.45322,98450.84037,98121.08927,98127.51531,97744.5834,98808.46801,98506.47743,97501.61697,97600.6465,97772.56195,98137.00256,98635.62644,98181.34004,97769.97774,99061.21525,98273.26656,99167.54644,99115.90167
33,66727.44142,66403.27647,66721.45208,66615.05994,66640.42931,66217.60379,67650.7245,67663.6395,67839.37628,67415.11101,67307.65484,67047.30824,66918.09292,66579.94588,67090.00379,67136.89556,66319.43979,66163.56273,66847.64165,67195.59222,67898.50885,67226.0158,66216.51182,66487.2969,66600.30701,66276.50933,66779.98317,66043.0517,65854.53322,66920.18683,67641.52728,68361.08788,67992.72118
34,95915.22759,96042.47378,96054.57368,96035.84969,95989.98882,95947.86061,95903.09331,95830.004,95847.24375,95724.29716,95766.77278,95748.61819,95890.98798,96026.87771,96046.00299,95999.96033,95978.34237,95888.90206,95857.20123,95855.54875,95792.95266,95734.62432,95710.68897,95755.16977,95888.06484,96072.68729,96051.60994,96056.75166,95996.53492,95911.53794,95885.18605,95869.69859,95897.47357
35,95404.79077,95586.0749,95650.85694,95676.38179,95632.7168,95603.57875,95651.99034,95706.13136,95742.47602,95593.00341,95394.52315,95345.12566,95429.56986,95554.43983,95618.26577,95606.59232,95612.26351,95549.16309,95710.78333,95683.81819,95630.20273,95602.61006,95436.48533,95271.53773,95425.85079,95603.33022,95630.32605,95666.75846,95641.13076,95570.06786,95732.28671,95747.43898,96078.80134
36,95503.01395,95678.88546,95622.01715,95699.39828,95984.41078,95981.55664,96187.93991,96276.76156,96268.20268,96232.48299,95914.75927,95766.64507,95719.28063,95660.54395,95650.76309,95660.85823,95926.54693,96003.82708,96403.94736,96246.34242,96206.04358,96168.01388,96067.04423,95557.89309,95832.71268,95808.8618,95714.5672,95706.32619,95940.34837,95902.61553,96310.16097,96359.32406,96844.66064
37,98378.91557,98579.48816,98512.88603,98592.88053,98922.61759,98774.52494,98997.56783,99051.89343,98922.57222,99030.21875,98706.67712,98592.09847,98610.15104,98544.7122,98611.47583,98548.4373,98820.59623,98936.47026,99321.72949,98903.27771,99054.50264,98953.33195,98934.20239,98366.44222,98857.8055,98732.9425,98638.00358,98593.50513,98827.3158,98659.89323,99123.19043,99212.39205,99815.45866
38,96911.51549,96831.61156,96844.94026,97126.02392,97554.77496,96949.29134,97187.91298,97054.29987,97055.93664,97337.16529,96814.98339,97206.60118,97025.14785,97145.19935,97103.13488,97254.65426,97365.97542,97040.56133,97371.7275,96055.14509,97402.98018,97776.25241,97306.85798,96942.96137,97521.43371,97067.93842,97227.51243,97171.08831,97573.21186,97281.83222,97588.01464,96990.23225,97493.95432
39,101629.4753,100948.4566,101002.2502,100956.7458,101395.717,100561.2741,100992.989,100246.7774,100621.6406,101629.9631,100704.246,101540.5655,101432.3016,101072.8203,101014.6065,101161.2504,101540.5124,100427.7787,100822.4643,99966.00315,101227,102170.1899,101231.7104,100922.9169,101537.2786,101152.9857,101571.346,100995.7762,101339.5743,101419.0244,100749.8743,100330.4467,100070.8047
40,91577.19134,91711.21998,91707.47519,91642.42158,91558.52852,91537.19975,91494.99523,91425.91998,91471.57891,91369.29756,91439.5253,91450.58767,91540.82573,91688.64506,91671.62089,91585.37936,91559.349,91491.04508,91458.56305,91481.61239,91395.23178,91376.71898,91397.92548,91458.37059,91561.72548,91719.86598,91695.98281,91661.15166,91587.78963,91494.49667,91473.82941,91475.60055,91516.73984
41,89587.7448,89760.2597,89809.81913,89658.97171,89364.10372,89301.83374,89146.24791,89035.40354,89080.50118,89022.31119,89221.5287,89377.98112,89522.49003,89750.00999,89662.29016,89472.20018,89442.88414,89233.97385,89107.67138,89137.63687,88989.98342,89017.48317,89192.08973,89268.57013,89522.58059,89696.76136,89754.68742,89648.65441,89465.30574,89201.98228,89107.26069,89121.52715,89190.91189
42,89989.2219,90214.54939,90321.70602,90155.26749,89824.70679,89751.23481,89438.93946,89382.23055,89350.33951,89399.01525,89604.13025,89801.65998,89966.40409,90161.39764,90059.30068,89894.34972,89935.49786,89732.06643,89446.417,89461.63955,89306.67497,89363.46179,89588.75748,89676.94085,89929.49175,90116.35033,90245.39923,90102.27366,89952.47402,89630.92205,89450.28904,89416.27247,89521.80998
43,101408.2981,101942.9973,102082.9479,101976.6577,101862.8748,101820.2633,101457.9979,101243.2145,101516.7112,101579.5758,101643.3709,101591.2075,101893.0471,101894.3432,101465.0178,102159.028,101640.2516,101761.9087,101453.7091,101669.866,101212.7986,101403.2614,101698.3439,101849.1,101447.3238,101530.6834,102015.2326,101864.4608,102103.9798,101814.713,101577.7566,101116.2222,101352.5427
44,99501.97483,100215.6044,100619.8942,100472.3302,100315.6837,100271.6809,100264.5341,99705.3416,100536.9467,100496.2345,100621.693,100229.4763,100631.1356,100049.2207,99632.8523,101285.5953,100048.1201,100515.4502,100393.9033,100424.265,99867.75961,99946.48501,100488.6739,100986.4708,100016.6162,99819.38957,100527.143,99979.66361,100564.8924,101110.3786,100139.8937,99403.40286,99502.84341
45,97847.12045,98303.8879,98559.79838,98853.62799,98648.21282,98404.31902,99180.73365,98547.99871,99398.2399,98606.86444,99002.81735,98767.28863,98450.25329,98525.52128,98263.56544,99516.11501,98437.71207,98683.35795,98693.74706,98388.57856,99033.20205,98570.20154,98260.89749,98608.84429,98466.20568,98278.50776,98971.56926,98510.62872,98555.08149,99431.84895,98475.79628,98734.44949,98411.77314
46,97998.89059,97860.30644,98318.55296,98533.91912,98445.09744,97564.17768,98698.61018,98585.69303,98982.22515,98300.04854,98532.36127,98566.20819,98005.88362,98296.47269,98674.51682,99037.18359,98245.52526,98010.83145,98178.46592,97795.86018,99063.11814,98293.9757,97349.82651,97693.58929,97891.92606,97877.92844,98319.32748,98246.57142,97607.13472,98784.16315,98580.91021,99236.32481,98875.7068
47,65413.65174,65053.22795,65449.12402,65255.59996,65267.13403,64869.66684,66355.37531,66314.18263,66440.46206,66092.28732,65969.65406,65598.37377,65602.28733,65233.98644,65849.74674,65861.92771,64979.92479,64782.87421,65514.23987,65911.6731,66566.67288,65868.31559,64833.11384,65152.50028,65294.05939,64838.41125,65449.9567,64660.91126,64479.44084,65551.89182,66375.42245,67037.18012,66678.39971
48,90689.92682,90797.68252,90785.21239,90762.30104,90710.46423,90668.00367,90640.18762,90587.32516,90602.41097,90515.62675,90557.03791,90572.56798,90663.83919,90779.51353,90766.22638,90720.47907,90699.33793,90620.21702,90600.88176,90614.41111,90551.13612,90507.09218,90493.17508,90571.28027,90659.89393,90815.33887,90772.00008,90772.13154,90713.45249,90635.22561,90641.85318,90645.4192,90675.79815
49,95011.22434,95175.05953,95230.86941,95217.05382,95152.19053,95124.37964,95166.94568,95173.47795,95198.41027,95125.31263,94986.59784,94948.26585,95009.74612,95148.98966,95195.47631,95141.44924,95162.10783,95076.39841,95196.25876,95183.96288,95122.41225,95153.37049,94995.41046,94914.23619,95030.41602,95188.68988,95182.22382,95215.84366,95183.78737,95130.96515,95237.80333,95299.00069,95533.78101
50,95902.45567,95899.63088,95856.0262,95904.3615,96103.44146,96210.96968,96442.35771,96556.81655,96606.14662,96565.78177,96250.20694,96148.40297,96021.5882,95894.89115,95802.17466,95839.68866,96053.6601,96191.74132,96598.23109,96587.12137,96533.35466,96532.22905,96410.39565,95969.87417,96102.23503,96022.6358,95896.93364,95902.0883,96110.62576,96208.09382,96573.75324,96708.9994,97051.68216
51,93769.32539,93584.70547,93465.15444,93522.13691,93820.1528,94045.52026,94199.69199,94252.9651,94185.1542,94199.54732,93980.03366,93915.5063,93810.79067,93603.88641,93412.17351,93475.61267,93744.04851,94064.94317,94238.49029,94317.3215,94240.59648,94095.82575,94094.25588,93852.72151,93915.48078,93685.6376,93498.9318,93526.11365,93843.85254,94019.40931,94207.63489,94368.72003,94508.77272
52,95540.93959,95481.50166,95339.93989,95525.30713,95868.7989,95894.79569,95994.96347,95815.52914,95454.86223,95802.92976,95649.77914,95726.79992,95650.65474,95596.18892,95360.84171,95543.70056,95800.87045,95987.08922,95896.18805,95487.23609,96026.87063,96002.24556,95868.7685,95539.1657,95931.41122,95654.70655,95430.83628,95483.55873,95962.09213,95996.65634,96345.10178,96047.44502,96177.67931
53,99907.33578,99561.93988,99535.2899,99578.65238,100109.3109,99700.86411,99757.21423,99338.12914,99560.60852,100224.93,99602.95595,99876.72347,100104.2624,99825.2823,99742.34724,99748.3779,100151.0938,99680.92659,99680.72121,98923.73794,99895.35175,100757.6595,100200.8118,99524.20807,100230.711,99643.56968,99884.90394,99781.75072,100200.2352,100258.2709,100076.1362,99451.73918,99173.51484
54,101349.0207,100632.4482,100830.1824,100606.6981,100190.6404,100221.5503,100707.9792,99793.36684,99410.36418,100188.6799,101039.2625,100758.9467,100895.8941,100322.9005,100412.4568,100695.6214,100845.6141,100824.4202,99872.91965,100997.9643,100505.0874,100100.8514,100104.6339,100183.3757,101436.8917,101000.7734,100084.903,100551.7334,100117.6106,100867.9696,99507.20046,99419.04205,99246.36456
55,90619.73657,90784.48688,90821.15404,90742.61937,90558.60048,90518.022,90426.39392,90380.28386,90427.11319,90330.87396,90389.80622,90460.03424,90600.62031,90768.21342,90735.95366,90627.64786,90560.59443,90463.44754,90374.86124,90437.55449,90322.42781,90293.65433,90364.17791,90459.52356,90601.5853,90784.44859,90775.13513,90720.19069,90600.72276,90453.27125,90399.37307,90404.64321,90466.69854
56,93182.95589,93439.91134,93573.72028,93418.68855,92993.28996,92962.26361,92690.87129,92603.63727,92636.77586,92556.32758,92763.57668,92949.51381,93182.76561,93405.96354,93378.74087,93156.17616,93061.66547,92919.21989,92655.69641,92732.35817,92514.21543,92501.44578,92713.2227,92871.89331,93169.60792,93375.20367,93430.78786,93328.53166,93168.38302,92868.7063,92684.44277,92599.95941,92680.03214
57,90271.13344,90486.52444,90727.80566,90571.73321,90166.91538,90100.74896,89763.26252,89714.03263,89705.79051,89811.17075,89920.8029,90107.125,90324.44061,90431.41915,90412.35799,90214.59824,90237.89009,90110.43954,89788.00744,89884.24517,89649.89725,89733.52852,89926.10596,90004.82762,90266.54233,90428.17137,90540.3654,90415.12892,90361.14439,90031.98434,89812.85363,89693.69258,89868.67539
58,101398.3422,101720.9444,102154.4033,102008.9267,101784.6827,101586.9237,101118.2249,101060.5692,101189.6882,101521.5832,101379.8062,101400.4742,101955.1147,101739.7971,101542.374,101887.4777,101652.8825,101656.5601,101292.2182,101454.6151,101057.9902,101271.1234,101571.3198,101622.2823,101481.2141,101637.3813,101889.8763,101750.5136,102109.6006,101701.3604,101314.8386,100977.6459,101268.9178
59,100185.2279,100390.036,100975.9404,100841.9298,100546.712,100434.7302,100087.6533,99898.72719,100483.1738,101010.459,100660.4384,100430.3265,101140.1717,100566.2623,100275.5409,101131.1781,100347.2273,100656.0369,100546.4992,100645.7163,100061.1743,100259.8496,100718.9188,101380.1776,100317.3214,100430.7591,100697.9924,100433.3837,101023.2096,101105.5733,100267.0064,99754.44135,99924.16965
60,98474.41001,98486.49743,98802.89977,99184.93325,98786.61398,98578.05309,99017.63711,98495.21209,99497.52596,99207.02782,99073.29969,98919.88719,98982.56651,98696.55991,98883.01689,99622.13972,98578.67531,99015.08676,99001.30942,98848.49544,99196.04902,98452.0833,98561.17391,99304.93327,98787.04927,98721.77877,99031.01118,98771.07005,98807.86933,99526.10692,98762.56987,98747.58193,98468.23978
61,67248.72474,66942.10002,67256.91571,67132.37993,67136.06263,66751.96037,68117.102,68000.04945,68038.8284,67729.99839,67818.83278,67184.16161,67443.32112,67050.40671,67636.56757,67781.26824,66697.67605,66637.49261,67130.18835,67513.25915,68260.67464,67576.91552,66616.62734,66957.84801,66993.2534,66576.58686,67289.91046,66495.41755,66318.51127,67250.69351,68119.23504,68687.63105,68363.0476
62,93633.64318,93826.88203,93897.99733,93900.57462,93777.58485,93688.93045,93616.68112,93546.81831,93581.29512,93496.36207,93512.95068,93562.83398,93663.79883,93827.47018,93827.82128,93789.45649,93737.57317,93649.40166,93594.76772,93621.38097,93503.28862,93429.50922,93460.59592,93560.68909,93653.24051,93846.13233,93843.4702,93859.92729,93782.39535,93637.52795,93572.73318,93609.7143,93646.76491
63,87782.87352,87835.84193,87859.94412,87869.82062,87862.54273,87909.68038,87915.78404,87914.17637,87945.98093,87880.0602,87804.33286,87800.40926,87786.84164,87829.54878,87798.59482,87791.913,87827.9797,87890.68406,87919.05307,87984.56658,87901.72291,87847.7907,87818.00902,87784.41279,87825.91859,87874.02235,87827.18531,87853.16334,87891.62994,87892.75191,87896.60817,87988.52768,88088.61058
64,100539.0442,100296.3434,100237.6724,100287.1481,100533.3367,100824.3979,101029.7244,101190.0464,101227.5077,101188.0366,100893.5184,100807.681,100586.5101,100332.6918,100155.3954,100195.0313,100441.47,100838.1894,101113.3072,101251.2791,101185.7872,101179.3075,101075.2146,100694.4459,100686.7397,100418.6224,100270.6656,100311.1479,100575.4865,100863.3483,101110.8106,101325.843,101580.7649
65,95236.74079,94807.47376,94549.24744,94713.68246,95214.63587,95612.3306,95937.89304,95973.67738,95871.08577,95834.0925,95558.03099,95362.88387,95242.63268,94844.67794,94493.39146,94664.50908,95168.06142,95664.61618,95905.99356,96051.04227,95960.73022,95804.84024,95658.81911,95428.82922,95324.39435,94936.91553,94644.77591,94706.61691,95203.52798,95586.59846,95970.35193,96157.8708,96232.19361
66,87984.36427,87740.34995,87626.58308,87707.97821,88054.31452,88267.65018,88395.21861,88280.2338,88147.72253,88097.9862,87935.6272,87906.90777,87952.90443,87787.04716,87583.54488,87715.4367,88190.24594,88468.58375,88281.81637,88316.28497,88197.88493,88044.82101,88004.3626,88037.90323,88216.29785,87844.04556,87581.40832,87683.12982,88196.62076,88327.10916,88476.27837,88405.10815,88293.09137
67,99384.11755,99137.97007,99093.30964,99147.35876,99568.69254,99912.75591,99540.85295,99446.61719,99579.90925,99821.95342,99417.89984,99379.81008,99701.20463,99491.23796,99274.15248,99274.0069,99762.17994,99896.25514,99557.56642,99205.43096,99584.85975,100241.8185,99943.32926,99296.62245,99885.97266,99259.3418,99161.16554,99312.71873,99833.83203,99878.30315,100208.7072,99577.33333,99194.88314
68,99682.76812,99214.23399,99331.51594,99214.74098,99356.29175,99059.88565,98610.78667,98020.35604,98345.26713,99803.57364,98796.34074,98976.10012,99746.9101,99238.91004,99244.74225,99223.83473,99541.43314,98907.63836,98989.08274,98593.88989,98799.3405,99569.93694,99286.91856,98710.51435,99442.87765,99039.08474,99430.56758,99154.47253,99087.44134,99526.99716,98419.69566,98081.68326,97563.67445
69,101811.4064,101264.4491,101459.8023,101418.2037,100874.0065,100300.2345,100347.0215,99348.94286,99482.38319,100921.6686,100643.8752,100742.009,101679.1722,100992.8611,101127.0127,101239.769,101295.7769,100744.4041,100507.2413,100704.4716,100332.5401,100478.6677,100827.4999,100289.7978,101471.0663,101029.1658,100972.9931,100997.3179,100267.5955,101232.4579,99494.54468,99031.83262,98984.71114
